Key,Value
2057,"['Biography', 'Memoir', 'Nonfiction']"
2058,"['Manga', 'Science Fiction', 'Fiction']"
2059,"['Mystery', 'Fiction', 'Crime']"
2067,"['Religion', 'Philosophy', 'Nonfiction']"
2068,"['Science', 'Philosophy', 'Nonfiction']"
2071,"['Philosophy', 'Nonfiction', 'Science']"
2072,"['Philosophy', 'Psychology', 'Nonfiction']"
2074,"['Philosophy', 'Science', 'Psychology']"
2077,"['Philosophy', 'Nonfiction', 'Skepticism']"
2078,"['Philosophy', 'Nonfiction', 'Science']"
2081,"['Philosophy', 'Nonfiction', 'Science']"
2093,"['Science', 'Nonfiction', 'Physics']"
2094,"['Science', 'Nonfiction', 'Physics']"
2095,"['Science', 'Nonfiction', 'Physics']"
2096,"['Science', 'Mathematics', 'Nonfiction']"
2099,"['Science', 'Nonfiction', 'Physics']"
2100,"['Science', 'Physics', 'Nonfiction']"
2102,"['Science', 'Nonfiction', 'Physics']"
2103,"['Science', 'Physics', 'Nonfiction']"
2104,"['Science', 'Nonfiction', 'Star Trek']"
2107,"['Nonfiction', 'Nature', 'science-nature']"
2109,"['Science', 'Physics', 'Nonfiction']"
2112,"['Writing', 'Nonfiction', 'Philosophy']"
2113,"['Philosophy', 'Nonfiction', 'Biography']"
2122,"['Fiction', 'Classics', 'Philosophy']"
2123,"['Nonfiction', 'Health', 'Self Help']"
2127,"['Nonfiction', 'Science', 'Environment']"
2136,"['Fiction', 'Science Fiction', 'Short Stories']"
2137,"['Fiction', 'LGBT', 'Queer']"
2140,"['Nonfiction', 'Psychology', 'Business']"
2142,"['Christian Fiction', 'Fiction', 'Christian']"
2144,"['Nonfiction', 'Music', 'Biography']"
2151,"['Classics', 'Fiction', 'Romance']"
2152,"['Fiction', 'Chick Lit', 'Romance']"
2153,"['Classics', 'Fiction', 'Romance']"
2155,"['Nonfiction', 'Classics', 'Biography']"
2156,"['Classics', 'Fiction', 'Romance']"
2157,"['Nonfiction', 'History', 'Cookbooks']"
2166,"['Classics', 'Fiction', 'Literature']"
2176,"['Fiction', 'Literature', 'British Literature']"
2178,"['Travel', 'Nonfiction', 'Classics']"
2179,"['Classics', 'Fiction', 'France']"
2182,"['Fiction', 'Short Stories', 'Classics']"
2183,"['Classics', 'Fiction', 'France']"
2187,"['Fiction', 'Historical Fiction', 'Contemporary']"
2199,"['History', 'Nonfiction', 'Biography']"
2203,"['History', 'Biography', 'Nonfiction']"
2204,"['Music', 'Essays', 'arts']"
2205,"['History', 'Nonfiction', 'Biography']"
2209,"['History', 'Biography', 'Nonfiction']"
2211,"['History', 'Politics', 'Nonfiction']"
2218,"['Sexuality', 'Nonfiction', 'Reference']"
2219,"['Parenting', 'Linguistics', 'Nonfiction']"
2222,"['Self Help', 'Psychology', 'Nonfiction']"
2226,"['Psychology', 'Nonfiction', 'Death']"
2227,"['Psychology', 'Nonfiction', 'Death']"
2228,"['Nonfiction', 'Psychology', 'Death']"
2236,"['Nonfiction', 'History', 'Biography']"
2249,"['Self Help', 'Nonfiction', 'Business']"
2250,"['Self Help', 'Nonfiction', 'Business']"
2253,"['Nonfiction', 'Self Help', 'Business']"
2255,"['Spirituality', 'Fiction', 'Philosophy']"
2257,"['Childrens', 'Picture Books', 'Spirituality']"
2265,"['Nonfiction', 'Sports', 'Memoir']"
2267,"['Cycling', 'Sports', 'Biography']"
2279,"['Biography', 'History', 'Presidents']"
2281,"['Short Stories', 'Fiction', 'Classics']"
2282,"['Classics', 'Fiction', 'Short Stories']"
2283,"['Mystery', 'Fiction', 'Murder Mystery']"
2285,"['Mystery', 'Fiction', 'Murder Mystery']"
2287,"['Fiction', 'Classics', 'Southern Gothic']"
2289,"['Nonfiction', 'True Crime', 'Classics']"
2296,"['Science', 'Nonfiction', 'Technology']"
2299,"['Autistic Spectrum Disorder', 'Nonfiction', 'Memoir']"
2304,"['Science', 'Nonfiction', 'Biology']"
2305,"['Short Stories', 'Horror', 'Classics']"
2306,"['Fiction', 'Classics', 'Literature']"
2307,"['Short Stories', 'Fiction', 'American']"
2309,"['Fiction', 'Classics', 'Literature']"
2314,"['Classics', 'Fiction', 'Historical Fiction']"
2315,"['Fantasy', 'Fiction', 'Young Adult']"
2319,"['Fiction', 'Fantasy', 'Horror']"
2322,"['Humor', 'Nonfiction', 'Reference']"
2326,"['Science Fiction', 'Fiction', 'Fantasy']"
2327,"['Nonfiction', 'Biography', 'History']"
2329,"['Fantasy', 'Fiction', 'Reference']"
2330,"['Fantasy', 'Reference', 'Language']"
2331,"['Fantasy', 'Classics', 'Fiction']"
2333,"['Fantasy', 'Fiction', 'Classics']"
2336,"['Fiction', 'Historical Fiction', 'Africa']"
2338,"['Fiction', 'Historical Fiction', 'Australia']"
2343,"['Historical Fiction', 'Fiction', 'Historical']"
2348,"['Language', 'Linguistics', 'Nonfiction']"
2367,"['History', 'Nonfiction', 'Biography']"
2368,"['History', 'Biography', 'Nonfiction']"
2370,"['History', 'Biography', 'Nonfiction']"
2371,"['History', 'Nonfiction', 'American History']"
2372,"['History', 'Nonfiction', 'American History']"
2373,"['Mystery', 'Thriller', 'Fiction']"
2375,"['Young Adult', 'Historical Fiction', 'Fiction']"
2378,"['Mystery', 'Thriller', 'Fiction']"
2386,"['Classics', 'Fiction', 'Literature']"
2388,"['Classics', 'Fiction', 'Adventure']"
2389,"['Classics', 'Fiction', 'Literature']"
2390,"['Classics', 'Fiction', 'Literature']"
2404,"['Classics', 'Fiction', '2017']"
2409,"['Classics', 'Fiction', '2017']"
2423,"['Fiction', 'Mystery', 'Thriller']"
2430,"['Fiction', 'Mystery', 'Thriller']"
2442,"['Fantasy', 'Fiction', 'Humor']"
2443,"['Travel', 'Classics', 'Nonfiction']"
2445,"['Travel', 'Nonfiction', 'Reference']"
2486,"['Plays', 'Drama', 'Africa']"
2494,"['Classics', 'Science Fiction', 'Fiction']"
2495,"['Classics', 'Science Fiction', 'Fiction']"
2501,"['Classics', 'Science Fiction', 'Fiction']"
2504,"['Short Stories', 'Science Fiction', 'Fiction']"
2506,"['Short Stories', 'Science Fiction', 'Fiction']"
2508,"['Fiction', 'Classics', 'Science Fiction']"
2519,"['Fiction', 'Historical Fiction', 'Mystery']"
2520,"['Leadership', 'Christian', 'Theology']"
2521,"['History', 'Nonfiction', 'Memoir']"
2526,"['Fiction', 'Dystopia', 'Science Fiction']"
2527,"['Fiction', 'Religion', 'Historical Fiction']"
2528,"['Fiction', 'Portugal', 'Literature']"
2529,"['Fiction', 'Short Stories', 'Portugal']"
2530,"['Fiction', 'Historical Fiction', 'Classics']"
2531,"['Fiction', 'Portugal', 'Literature']"
2535,"['Fiction', 'Portugal', 'Magical Realism']"
2536,"['Fiction', 'Portugal', 'Portuguese Literature']"
2538,"['Fiction', 'Portugal', 'Portuguese Literature']"
2539,"['Fiction', 'Portugal', 'Literature']"
2541,"['Fiction', 'Portugal', 'Literature']"
2542,"['Fiction', 'Portugal', 'Historical Fiction']"
2543,"['Fiction', 'Fantasy', 'Magical Realism']"
2545,"['Poetry', 'Philosophy', 'Classics']"
2547,"['Poetry', 'Classics', 'Philosophy']"
2549,"['Poetry', 'Philosophy', 'Fiction']"
2551,"['Classics', 'Fiction', 'Travel']"
2552,"['Classics', 'Fiction', 'Travel']"
2557,"['Art', 'Biography', 'Nonfiction']"
2567,"['Africa', 'Nonfiction', 'Nigeria']"
2581,"['Productivity', 'Business', 'Nonfiction']"
2586,"['Business', 'Philosophy', 'Leadership']"
2595,"['Business', 'Nonfiction', 'Entrepreneurship']"
2612,"['Nonfiction', 'Business', 'Psychology']"
2613,"['Business', 'Nonfiction', 'Entrepreneurship']"
2615,"['Business', 'Nonfiction', 'Entrepreneurship']"
2619,"['Classics', 'Fiction', 'Literature']"
2626,"['Classics', 'Fiction', 'Literature']"
2646,"['Theology', 'Religion', 'Philosophy']"
2654,"['Classics', 'Fiction', 'Historical Fiction']"
2655,"['Classics', 'Fiction', 'Historical Fiction']"
2661,"['Classics', 'Fiction', 'Historical Fiction']"
2673,"['Finance', 'Nonfiction', 'Personal Finance']"
2677,"['Classics', 'Fiction', 'Humor']"
2678,"['Classics', 'Fiction', 'Fantasy']"
2686,"['Classics', 'Fiction', '19th Century']"
2687,"['Fiction', 'American', 'Literature']"
2688,"['Classics', 'Anthologies', 'American']"
2692,"['Fiction', 'Short Stories', 'Classics']"
2696,"['Classics', 'Fiction', 'Poetry']"
2698,"['Classics', 'Fiction', 'Poetry']"
2701,"['Classics', 'Fiction', 'Poetry']"
2702,"['Classics', 'Poetry', 'Fiction']"
2705,"['Literary Criticism', 'Medieval', 'Geoffrey Chaucer']"
2706,"['Poetry', 'Classics', 'Medieval']"
2710,"['Classics', 'Fiction', 'Poetry']"
2711,"['Poetry', 'Classics', 'Medieval']"
2713,"['Poetry', 'Classics', 'Fiction']"
2715,"['History', 'Nonfiction', 'Food']"
2718,"['Picture Books', 'Biography', 'Sports']"
2719,"['Fiction', 'Historical Fiction', 'LGBT']"
2722,"['Fiction', 'Historical Fiction', 'Novels']"
2723,"['Fiction', 'Science Fiction', 'Alternate History']"
2725,"['Philosophy', 'Essays', 'Nonfiction']"
2727,"['Art', 'Comics', 'art']"
2735,"['Fiction', 'Historical Fiction', 'Mystery']"
2743,"['Nonfiction', 'Memoir', 'Biography']"
2745,"['Parenting', 'Nonfiction', 'Psychology']"
2749,"['Fiction', 'Humor', 'Contemporary']"
2761,"['Philosophy', 'Psychology', 'Nonfiction']"
2767,"['History', 'Nonfiction', 'Politics']"
2768,"['History', 'Nonfiction', 'Politics']"
2778,"['Design', 'Art', 'Nonfiction']"
2781,"['Nonfiction', 'Race', 'Academic']"
2785,"['Architecture', 'Nonfiction', 'Design']"
2794,"['Fiction', 'Classics', 'Literature']"
2802,"['Science', 'Nonfiction', 'History']"
2804,"['History', 'Biography', 'Nonfiction']"
2810,"['Nonfiction', 'Literary Criticism', 'Mythology']"
2811,"['Young Adult', 'Fiction', 'Fantasy']"
2814,"['Nonfiction', 'Writing', 'Spirituality']"
2815,"['Christmas', 'Art', 'Picture Books']"
2817,"['Fiction', 'Christmas', 'Young Adult']"
2819,"['Memoir', 'Nonfiction', 'Biography']"
2820,"['Philosophy', 'Nonfiction', 'Mythology']"
2821,"['Philosophy', 'Nonfiction', 'Classics']"
2822,"['Philosophy', 'Nonfiction', 'Classics']"
2823,"['Philosophy', 'Nonfiction', 'Classics']"
2834,"['Classics', 'Fiction', 'Humor']"
2835,"['Classics', 'Fiction', 'Literature']"
2836,"['Fiction', 'Young Adult', 'Classics']"
2847,"['Historical Fiction', 'Young Adult', 'Fiction']"
2851,"['Writing', 'Nonfiction', 'Education']"
2855,"['Philosophy', 'Nonfiction', 'Essays']"
2860,"['Fantasy', 'Horror', 'Fiction']"
2864,"['Historical Fiction', 'Fiction', 'Historical']"
2868,"['Historical Fiction', 'Romance', 'Fiction']"
2871,"['Historical Fiction', 'Fiction', 'Historical']"
2872,"['Historical Fiction', 'Fiction', 'Historical']"
2873,"['Historical Fiction', 'Fiction', 'Historical']"
2875,"['Historical Fiction', 'Fiction', 'Historical']"
2882,"['Manga', 'Fantasy', 'Graphic Novels']"
2883,"['Manga', 'Fantasy', 'Graphic Novels']"
2885,"['Manga', 'Graphic Novels', 'Comics']"
2886,"['Manga', 'Graphic Novels', 'Fantasy']"
2887,"['Manga', 'Graphic Novels', 'Fantasy']"
2895,"['Fiction', 'Classics', 'Historical Fiction']"
2896,"['Fiction', 'Classics', 'Historical Fiction']"
2898,"['Short Stories', 'Fiction', 'German Literature']"
2899,"['Fiction', 'Classics', 'German Literature']"
2900,"['Fiction', 'German Literature', 'Germany']"
2906,"['Manga', 'Fantasy', 'Graphic Novels']"
2907,"['Manga', 'Fantasy', 'Graphic Novels']"
2912,"['Fiction', 'Adventure', 'Childrens']"
2917,"['Young Adult', 'Humor', 'Sports']"
2920,"['Historical Fiction', 'Fiction', 'Adventure']"
2923,"['Nonfiction', 'Memoir', 'Adventure']"
2928,"['Fiction', 'Young Adult', 'Adventure']"
2932,"['Classics', 'Fiction', 'Adventure']"
2933,"['Classics', 'Fiction', 'Adventure']"
2934,"['Classics', 'Fiction', 'Adventure']"
2937,"['Classics', 'Fiction', 'Adventure']"
2940,"['Classics', 'Fiction', 'Adventure']"
2942,"['History', 'Nonfiction', 'Pirates']"
2952,"['Classics', 'Fiction', 'Adventure']"
2956,"['Classics', 'Fiction', 'Historical Fiction']"
2958,"['Classics', 'Fiction', 'Historical Fiction']"
2960,"['Classics', 'Fiction', 'Historical Fiction']"
2962,"['Classics', 'Fiction', 'Historical Fiction']"
2965,"['Humor', 'Nonfiction', 'Classics']"
2967,"['Humor', 'Nonfiction', 'Classics']"
2968,"['Classics', 'Short Stories', 'Fiction']"
2971,"['Biography', 'Nonfiction', 'Autobiography']"
2973,"['Literature', 'Essays', 'American']"
2978,"['Fiction', 'Classics', 'Fantasy']"
2988,"['Christmas', 'Classics', 'Fiction']"
2997,"['Nonfiction', 'Erotica', 'Sexuality']"
2998,"['Classics', 'Fiction', 'Childrens']"
3003,"['Classics', 'Fiction', 'Childrens']"
3004,"['Classics', 'Fiction', 'Childrens']"
3006,"['Classics', 'Fiction', 'Childrens']"
3008,"['Classics', 'Fiction', 'Childrens']"
3011,"['Biography', 'Nonfiction', 'biographies']"
3014,"['Cookbooks', 'Cooking', 'Food']"
3023,"['Economics', 'Nonfiction', 'Business']"
3025,"['Economics', 'Nonfiction', 'Business']"
3040,"['Politics', 'Nonfiction', 'History']"
3041,"['Economics', 'Nonfiction', 'Politics']"
3042,"['Economics', 'Politics', 'Nonfiction']"
3047,"['Politics', 'Philosophy', 'Nonfiction']"
3051,"['Picture Books', 'Childrens', 'Medieval']"
3053,"['Self Help', 'Nonfiction', 'Psychology']"
3055,"['Self Help', 'Nonfiction', 'Psychology']"
3056,"['Self Help', 'Nonfiction', 'Health']"
3061,"['Art', 'Drawing', 'Nonfiction']"
3065,"['Health', 'Nonfiction', 'Self Help']"
3066,"['Fiction', 'Historical Fiction', 'Classics']"
3067,"['Short Stories', 'Fiction', 'Literature']"
3068,"['Fiction', 'Classics', 'Jewish']"
3072,"['Fiction', 'Jewish', 'Novels']"
3075,"['Plays', 'Theatre', 'drama']"
3084,"['Classics', 'Fiction', 'Gardening']"
3087,"['Classics', 'Fiction', 'Romance']"
3088,"['Classics', 'Fiction', 'Historical Fiction']"
3100,"['Essays', 'Nonfiction', 'Literary Criticism']"
3101,"['Classics', 'Fiction', '20th Century']"
3102,"['Classics', 'Fiction', 'Historical Fiction']"
3103,"['Classics', 'Fiction', 'LGBT']"
3104,"['Biography', 'Nonfiction', 'Biography Memoir']"
3105,"['Classics', 'Fiction', 'Historical Fiction']"
3107,"['Fiction', 'Italy', 'Historical Fiction']"
3113,"['History', 'Nonfiction', 'American History']"
3117,"['Mystery', 'Adventure', 'Middle Grade']"
3119,"['Adventure', 'Mystery', 'Middle Grade']"
3120,"['Adventure', 'Mystery', 'Middle Grade']"
3142,"['Fiction', 'Historical Fiction', 'Classics']"
3144,"['Childrens', 'Young Adult', 'Fiction']"
3145,"['Childrens', 'British Literature', 'Middle Grade']"
3147,"['Fiction', 'Historical Fiction', 'Classics']"
3152,"['Childrens', 'Young Adult', 'Fiction']"
3155,"['Childrens', 'Young Adult', 'Fiction']"
3156,"['Childrens', 'Young Adult', 'Fiction']"
3207,"['Philosophy', 'Classics', 'Nonfiction']"
3248,"['Drama', 'Classics', 'Plays']"
3254,"['Plays', 'Classics', 'Drama']"
3258,"['Classics', 'Plays', 'Drama']"
3273,"['Historical Fiction', 'Fiction', 'Historical']"
3280,"['Education', 'Teaching', 'Nonfiction']"
3283,"['Science', 'Psychology', 'Nonfiction']"
3290,"['Fiction', 'Magical Realism', 'Historical Fiction']"
3291,"['Fiction', 'Short Stories', 'Magical Realism']"
3293,"['Fiction', 'Short Stories', 'Magical Realism']"
3298,"['Fantasy', 'Young Adult', 'Fiction']"
3300,"['Historical Fiction', 'Fiction', 'Historical']"
3301,"['Fiction', 'Magical Realism', 'Historical Fiction']"
3302,"['Fiction', 'Historical Fiction', 'Magical Realism']"
3303,"['Fantasy', 'Young Adult', 'Fiction']"
3304,"['Fantasy', 'Young Adult', 'Fiction']"
3311,"['Fiction', 'Canada', 'Contemporary']"
3316,"['Fiction', 'Historical Fiction', 'Classics']"
3325,"['Childrens', 'Fiction', 'British Literature']"
3340,"['History', 'Nonfiction', 'Picture Books']"
3341,"['History', 'Nonfiction', 'Philosophy']"
3343,"['Fiction', 'Contemporary', 'New York']"
3344,"['History', 'Nonfiction', 'Food']"
3345,"['History', 'Nonfiction', 'Politics']"
3346,"['History', 'Nonfiction', 'Jewish']"
3347,"['History', 'Nonfiction', 'Spain']"
3348,"['History', 'Nonfiction', 'Food']"
3357,"['Fantasy', 'Fiction', 'Young Adult']"
3359,"['Fiction', 'Historical Fiction', 'Classics']"
3368,"['Design', 'Nonfiction', 'Business']"
3384,"['Fiction', 'Canada', 'Contemporary']"
3388,"['Fiction', 'Historical Fiction', 'Romance']"
3402,"['Fiction', 'France', 'Young Adult']"
3403,"['Nonfiction', 'History', 'African American']"
3404,"['History', 'Biography', 'Nonfiction']"
3409,"['Music', 'Nonfiction', 'Biography']"
3413,"['Fiction', 'Historical Fiction', 'Romance']"
3416,"['Historical Fiction', 'Fiction', 'Historical']"
3417,"['Historical Fiction', 'Fiction', 'Historical']"
3418,"['Mystery', 'Thriller', 'Fiction']"
3420,"['Historical Fiction', 'Fiction', 'Australia']"
3421,"['Historical Fiction', 'Fiction', 'Historical']"
3422,"['Historical Fiction', 'Fiction', 'Historical']"
3424,"['Historical Fiction', 'Fiction', 'Historical']"
3425,"['Fiction', 'Romance', 'Australia']"
3431,"['Fiction', 'Inspirational', 'Contemporary']"
3437,"['Fiction', 'Mystery', 'Young Adult']"
3439,"['Fiction', 'Mystery', 'Young Adult']"
3445,"['Nonfiction', 'War', 'History']"
3446,"['Fiction', 'War', 'Historical Fiction']"
3449,"['Fiction', 'Literature', 'Historical Fiction']"
3464,"['Romance', 'Fiction', 'Chick Lit']"
3465,"['Nonfiction', 'Memoir', 'Biography']"
3468,"['Romance', 'Fiction', 'Chick Lit']"
3473,"['Romance', 'Fiction', 'Contemporary']"
3476,"['Fiction', 'Historical Fiction', 'Adult Fiction']"
3478,"['Romance', 'Fiction', 'Chick Lit']"
3493,"['Philosophy', 'Nonfiction', 'Essays']"
3507,"['Mystery', 'Fiction', 'Humor']"
3509,"['Romance', 'Romantic Suspense', 'Contemporary']"
3510,"['Nonfiction', 'Parenting', 'History']"
3513,"['Mystery', 'Childrens', 'Fiction']"
3525,"['Manga', 'Romance', 'Shojo']"
3531,"['Fiction', 'Christian Fiction', 'Historical Fiction']"
3536,"['Chick Lit', 'Fiction', 'Romance']"
3545,"['Romance', 'disloyal-hero', 'divorced-heroine']"
3562,"['Classics', 'Fiction', 'Young Adult']"
3566,"['Short Stories', 'Fiction', 'Young Adult']"
3577,"['Classics', 'Fiction', 'Young Adult']"
3580,"['Classics', 'Fiction', 'Young Adult']"
3581,"['Classics', 'Mystery', 'Fiction']"
3582,"['Mystery', 'Classics', 'Fiction']"
3583,"['Classics', 'Mystery', 'Fiction']"
3585,"['Mystery', 'Classics', 'Fiction']"
3597,"['Classics', 'Mystery', 'Fiction']"
3604,"['Finance', 'Nonfiction', 'Business']"
3640,"['History', 'Nonfiction', 'Anthropology']"
3650,"['Fiction', 'Short Stories', 'Novels']"
3660,"['Fiction', 'Irish Literature', 'Ireland']"
3661,"['Fiction', 'Historical Fiction', 'Irish Literature']"
3684,"['Nonfiction', 'How To', 'Education']"
3685,"['Classics', 'Fiction', 'Childrens']"
3686,"['Memoir', 'Nonfiction', 'Biography']"
3687,"['Biography', 'Nonfiction', 'History']"
3693,"['Fiction', 'Classics', 'Mystery']"
3695,"['Travel', 'Africa', 'Nonfiction']"
3701,"['Short Stories', 'Fiction', 'Classics']"
3705,"['Fiction', 'Classics', 'Crime']"
3710,"['Fiction', 'Contemporary', 'Novels']"
3733,"['Fiction', 'Classics', 'Literature']"
3734,"['Fiction', 'Classics', 'Literature']"
3736,"['Fiction', 'Classics', 'American']"
3738,"['Fiction', 'Classics', 'Literature']"
3744,"['Fiction', 'Childrens', 'Mystery']"
3758,"['Fiction', 'Thriller', 'Classics']"
3769,"['Fiction', 'Classics', 'Literature']"
3776,"['Classics', 'Childrens', 'Fiction']"
3782,"['Childrens', 'Fiction', 'Classics']"
3784,"['Childrens', 'Fiction', 'Young Adult']"
3787,"['Childrens', 'Classics', 'Fiction']"
3788,"['Childrens', 'Fiction', 'Historical']"
3798,"['Fiction', 'India', 'Classics']"
3815,"['Mystery', 'Fiction', 'Crime']"
3818,"['Theology', 'Christian', 'Anthropology']"
3825,"['Mystery', 'Fiction', 'Crime']"
3827,"['Mystery', 'Fiction', 'Crime']"
3829,"['Mystery', 'Fiction', 'Crime']"
3830,"['Mystery', 'Fiction', 'Crime']"
3832,"['Mystery', 'Fiction', 'Crime']"
3834,"['Mystery', 'Fiction', 'Crime']"
3835,"['Classics', 'Fiction', 'Literature']"
3840,"['Classics', 'Fiction', 'Literature']"
3841,"['Nonfiction', 'Literary Criticism', 'Essays']"
3848,"['Mystery', 'Fiction', 'Thriller']"
3849,"['Romance', 'Fiction', 'Chick Lit']"
3851,"['Romance', 'Fiction', 'Contemporary Romance']"
3852,"['Paranormal', 'Anthologies', 'Romance']"
3853,"['Fiction', 'India', 'Historical Fiction']"
3858,"['Travel', 'Nonfiction', 'India']"
3859,"['Food', 'Nonfiction', 'Health']"
3870,"['Nonfiction', 'Science', 'History']"
